name,title,level,facing,categories,description,detail,remediation,metadata,cache_key
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.update_updated_at_column\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""update_updated_at_column"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_update_updated_at_column_10ff09e0d1433006b865e7959e736c46
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_aging_overview_data\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_aging_overview_data"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_aging_overview_data_6da7fb5996f6898183381d1f4a8ce631
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_all_users_in_organization\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_all_users_in_organization"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_all_users_in_organization_760d919df863095827cc9a443f8cdf2c
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_aging_report\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_aging_report"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_aging_report_cf1ed4aad0c6afa5930708b921e3c5b2
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_top_cpt__codes\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_top_cpt__codes"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_top_cpt__codes_76d42b10f7feb2b01db17dc4cd23b6ed
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_user_organizations\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_user_organizations"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_user_organizations_73603f14fa60430d6981696b973d81c1
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_user_primary_organization\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_user_primary_organization"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_user_primary_organization_e4d3986765bddb419f2fa75b9320121c
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.has_organization_access\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""has_organization_access"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_has_organization_access_b725780859cd7a0b0fe6529ed7babc01
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.audit_trigger_function\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""audit_trigger_function"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_audit_trigger_function_79aad290dea011305e49279af24b549c
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.update_invoice_totals\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""update_invoice_totals"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_update_invoice_totals_7416896b944fb530084be9726b703678
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_all_users_in_organization\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_all_users_in_organization"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_all_users_in_organization_ede5a3ce30472c46b2537b6e172bf60d
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.test_data_visibility\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""test_data_visibility"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_test_data_visibility_b351984cab75c23954df6a62847090bf
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.set_user_context\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""set_user_context"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_set_user_context_415f29dc1345366be46ef4bcefd493a4
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_client_performance\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_client_performance"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_client_performance_54e44b17ab6ad103be830d4c526f942c
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_top_cpt_codes\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_top_cpt_codes"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_top_cpt_codes_04bdc7cea81acd95e939248542117e96
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.debug_invoice_access\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""debug_invoice_access"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_debug_invoice_access_dc476d66d70f886ea65cf11f528ec93a
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_status_distribution\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_status_distribution"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_status_distribution_ea684fd32703ec1a94e5e21dd7f3bdf3
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_monthly_trends\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_monthly_trends"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_monthly_trends_3eb6728feeeee5a7519123269264fa4b
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_complete_report_data\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_complete_report_data"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_complete_report_data_ece499ea24227f7c7b9b7b4b65efd0bf
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_price_by_dos\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_price_by_dos"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_price_by_dos_ce6a945e92865715043a4722d55569f2
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_clinic_stats\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_clinic_stats"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_clinic_stats_2cfe5604549d2ed8008544ec22cd3098
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.handle_new_user\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""handle_new_user"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_handle_new_user_9d5f6f66b528a7d4c68a0206d37d8ede
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.trigger_set_timestamp\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""trigger_set_timestamp"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_trigger_set_timestamp_10ff09e0d1433006b865e7959e736c46
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_all_invoices\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_all_invoices"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_all_invoices_244ea535c38441adeae3dc59358757bb
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_dashboard_summary\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_dashboard_summary"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_dashboard_summary_2e24269cde110d9f88d4ed304f33a019
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_invoices_with_details\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_invoices_with_details"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_invoices_with_details_b9d1db37ae16bbc2dfe5cc89c325c236
auth_otp_long_expiry,Auth OTP long expiry,WARN,EXTERNAL,"[""SECURITY""]",OTP expiry exceeds recommended threshold,We have detected that you have enabled the email provider with the OTP expiry set to more than an hour. It is recommended to set this value to less than an hour.,https://supabase.com/docs/guides/platform/going-into-prod#security,"{""type"":""auth"",""entity"":""Auth""}",auth_otp_long_expiry
auth_leaked_password_protection,Leaked Password Protection Disabled,WARN,EXTERNAL,"[""SECURITY""]",Leaked password protection is currently disabled.,Supabase Auth prevents the use of compromised passwords by checking against HaveIBeenPwned.org. Enable this feature to enhance security.,https://supabase.com/docs/guides/auth/password-security#password-strength-and-leaked-password-protection,"{""type"":""auth"",""entity"":""Auth""}",auth_leaked_password_protection
